quest_id,local_name_ru,local_name_en,faction_id,quest_kind,category_id,description_ru,objective_type,target_id,target_amount,activation_mode,claim_mode,required_quest_id,reward_item_id,reward_amount,reward_item2_id,reward_item2_amount,reward_freight_amount,reward_mastery_amount,reward_reputation_faction_id,reward_reputation_amount,sort_order
fquest_wind_houses_30,Ветровые Дома: поручение 30,Wind Houses Contract 30,wind_houses,campaign,faction_campaign,"Шаг 30 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,5113,retroactive,manual,fquest_wind_houses_29,freight,5020,,,2469,131,wind_houses,127,11030
fquest_wind_houses_31,Ветровые Дома: поручение 31,Wind Houses Contract 31,wind_houses,campaign,faction_campaign,"Шаг 31 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,5688,retroactive,manual,fquest_wind_houses_30,freight,5169,,,2546,134,wind_houses,130,11031
fquest_wind_houses_32,Ветровые Дома: поручение 32,Wind Houses Contract 32,wind_houses,campaign,faction_campaign,"Шаг 32 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,6329,retroactive,manual,fquest_wind_houses_31,freight,5318,,,2622,138,wind_houses,134,11032
fquest_wind_houses_33,Ветровые Дома: поручение 33,Wind Houses Contract 33,wind_houses,campaign,faction_campaign,"Шаг 33 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,7041,retroactive,manual,fquest_wind_houses_32,freight,5467,,,2699,141,wind_houses,138,11033
fquest_wind_houses_34,Ветровые Дома: поручение 34,Wind Houses Contract 34,wind_houses,campaign,faction_campaign,"Шаг 34 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,7833,retroactive,manual,fquest_wind_houses_33,freight,5616,,,2776,144,wind_houses,141,11034
fquest_wind_houses_35,Ветровые Дома: поручение 35,Wind Houses Contract 35,wind_houses,campaign,faction_campaign,"Шаг 35 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,8715,retroactive,manual,fquest_wind_houses_34,freight,5765,wind_course_gyro,2,2852,148,wind_houses,145,11035
fquest_wind_houses_36,Ветровые Дома: поручение 36,Wind Houses Contract 36,wind_houses,campaign,faction_campaign,"Шаг 36 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,9695,retroactive,manual,fquest_wind_houses_35,freight,5914,,,2929,151,wind_houses,149,11036
fquest_wind_houses_37,Ветровые Дома: поручение 37,Wind Houses Contract 37,wind_houses,campaign,faction_campaign,"Шаг 37 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,10786,retroactive,manual,fquest_wind_houses_36,freight,6063,,,3005,155,wind_houses,152,11037
fquest_wind_houses_38,Ветровые Дома: поручение 38,Wind Houses Contract 38,wind_houses,campaign,faction_campaign,"Шаг 38 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,12000,retroactive,manual,fquest_wind_houses_37,freight,6212,,,3082,158,wind_houses,156,11038
fquest_wind_houses_39,Ветровые Дома: поручение 39,Wind Houses Contract 39,wind_houses,campaign,faction_campaign,"Шаг 39 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,13515,retroactive,manual,fquest_wind_houses_38,freight,6361,,,3158,162,wind_houses,160,11039
fquest_wind_houses_40,Ветровые Дома: поручение 40,Wind Houses Contract 40,wind_houses,campaign,faction_campaign,"Шаг 40 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,15222,retroactive,manual,fquest_wind_houses_39,freight,6510,,,3235,165,wind_houses,163,11040
fquest_wind_houses_41,Ветровые Дома: поручение 41,Wind Houses Contract 41,wind_houses,campaign,faction_campaign,"Шаг 41 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,17145,retroactive,manual,fquest_wind_houses_40,freight,6659,,,3311,169,wind_houses,167,11041
fquest_wind_houses_42,Ветровые Дома: поручение 42,Wind Houses Contract 42,wind_houses,campaign,faction_campaign,"Шаг 42 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,19310,retroactive,manual,fquest_wind_houses_41,freight,6808,,,3388,172,wind_houses,171,11042
fquest_wind_houses_43,Ветровые Дома: поручение 43,Wind Houses Contract 43,wind_houses,campaign,faction_campaign,"Шаг 43 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,21748,retroactive,manual,fquest_wind_houses_42,freight,6957,,,3464,176,wind_houses,174,11043
fquest_wind_houses_44,Ветровые Дома: поручение 44,Wind Houses Contract 44,wind_houses,campaign,faction_campaign,"Шаг 44 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,24495,retroactive,manual,fquest_wind_houses_43,freight,7106,,,3541,179,wind_houses,178,11044
fquest_wind_houses_45,Ветровые Дома: поручение 45,Wind Houses Contract 45,wind_houses,campaign,faction_campaign,"Шаг 45 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,27588,retroactive,manual,fquest_wind_houses_44,freight,7255,wind_launch_cup,2,3617,183,wind_houses,182,11045
fquest_wind_houses_46,Ветровые Дома: поручение 46,Wind Houses Contract 46,wind_houses,campaign,faction_campaign,"Шаг 46 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,31072,retroactive,manual,fquest_wind_houses_45,freight,7404,,,3694,186,wind_houses,185,11046
fquest_wind_houses_47,Ветровые Дома: поручение 47,Wind Houses Contract 47,wind_houses,campaign,faction_campaign,"Шаг 47 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,34996,retroactive,manual,fquest_wind_houses_46,freight,7553,,,3770,190,wind_houses,189,11047
fquest_wind_houses_48,Ветровые Дома: поручение 48,Wind Houses Contract 48,wind_houses,campaign,faction_campaign,"Шаг 48 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,39416,retroactive,manual,fquest_wind_houses_47,freight,7702,,,3847,193,wind_houses,193,11048
fquest_wind_houses_49,Ветровые Дома: поручение 49,Wind Houses Contract 49,wind_houses,campaign,faction_campaign,"Шаг 49 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,44394,retroactive,manual,fquest_wind_houses_48,freight,7851,,,3923,197,wind_houses,196,11049
fquest_wind_houses_50,Ветровые Дома: поручение 50,Wind Houses Contract 50,wind_houses,campaign,faction_campaign,"Шаг 50 большой цепочки маршрутной сети: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,wind_houses,50000,retroactive,manual,fquest_wind_houses_49,freight,8000,wind_launch_cup,2,4000,200,wind_houses,200,11050
fquest_mist_synod_01,Туманный Синод: поручение 01,Mist Synod Contract 01,mist_synod,campaign,faction_campaign,"Шаг 1 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,20,retroactive,manual,,nobel,2,,,250,30,mist_synod,20,12001
fquest_mist_synod_02,Туманный Синод: поручение 02,Mist Synod Contract 02,mist_synod,campaign,faction_campaign,"Шаг 2 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,30,retroactive,manual,fquest_mist_synod_01,nobel,3,,,327,33,mist_synod,24,12002
fquest_mist_synod_03,Туманный Синод: поручение 03,Mist Synod Contract 03,mist_synod,campaign,faction_campaign,"Шаг 3 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,45,retroactive,manual,fquest_mist_synod_02,nobel,4,,,403,37,mist_synod,27,12003
fquest_mist_synod_04,Туманный Синод: поручение 04,Mist Synod Contract 04,mist_synod,campaign,faction_campaign,"Шаг 4 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,67,retroactive,manual,fquest_mist_synod_03,nobel,5,,,480,40,mist_synod,31,12004
fquest_mist_synod_05,Туманный Синод: поручение 05,Mist Synod Contract 05,mist_synod,campaign,faction_campaign,"Шаг 5 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,100,retroactive,manual,fquest_mist_synod_04,nobel,6,mist_gas_membrane,1,556,44,mist_synod,35,12005
fquest_mist_synod_06,Туманный Синод: поручение 06,Mist Synod Contract 06,mist_synod,campaign,faction_campaign,"Шаг 6 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,138,retroactive,manual,fquest_mist_synod_05,nobel,7,,,633,47,mist_synod,38,12006
fquest_mist_synod_07,Туманный Синод: поручение 07,Mist Synod Contract 07,mist_synod,campaign,faction_campaign,"Шаг 7 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,190,retroactive,manual,fquest_mist_synod_06,nobel,8,,,709,51,mist_synod,42,12007
fquest_mist_synod_08,Туманный Синод: поручение 08,Mist Synod Contract 08,mist_synod,campaign,faction_campaign,"Шаг 8 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,263,retroactive,manual,fquest_mist_synod_07,nobel,10,,,786,54,mist_synod,46,12008
fquest_mist_synod_09,Туманный Синод: поручение 09,Mist Synod Contract 09,mist_synod,campaign,faction_campaign,"Шаг 9 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,362,retroactive,manual,fquest_mist_synod_08,nobel,11,,,862,58,mist_synod,49,12009
fquest_mist_synod_10,Туманный Синод: поручение 10,Mist Synod Contract 10,mist_synod,campaign,faction_campaign,"Шаг 10 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,500,retroactive,manual,fquest_mist_synod_09,nobel,12,mist_separator_cassette,1,939,61,mist_synod,53,12010
fquest_mist_synod_11,Туманный Синод: поручение 11,Mist Synod Contract 11,mist_synod,campaign,faction_campaign,"Шаг 11 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,563,retroactive,manual,fquest_mist_synod_10,nobel,13,,,1015,65,mist_synod,57,12011
fquest_mist_synod_12,Туманный Синод: поручение 12,Mist Synod Contract 12,mist_synod,campaign,faction_campaign,"Шаг 12 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,635,retroactive,manual,fquest_mist_synod_11,nobel,14,,,1092,68,mist_synod,60,12012
fquest_mist_synod_13,Туманный Синод: поручение 13,Mist Synod Contract 13,mist_synod,campaign,faction_campaign,"Шаг 13 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,715,retroactive,manual,fquest_mist_synod_12,nobel,15,,,1168,72,mist_synod,64,12013
fquest_mist_synod_14,Туманный Синод: поручение 14,Mist Synod Contract 14,mist_synod,campaign,faction_campaign,"Шаг 14 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,806,retroactive,manual,fquest_mist_synod_13,nobel,16,,,1245,75,mist_synod,68,12014
fquest_mist_synod_15,Туманный Синод: поручение 15,Mist Synod Contract 15,mist_synod,campaign,faction_campaign,"Шаг 15 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,909,retroactive,manual,fquest_mist_synod_14,nobel,17,,,1321,79,mist_synod,71,12015
fquest_mist_synod_16,Туманный Синод: поручение 16,Mist Synod Contract 16,mist_synod,campaign,faction_campaign,"Шаг 16 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,1024,retroactive,manual,fquest_mist_synod_15,nobel,18,,,1398,82,mist_synod,75,12016
fquest_mist_synod_17,Туманный Синод: поручение 17,Mist Synod Contract 17,mist_synod,campaign,faction_campaign,"Шаг 17 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,1154,retroactive,manual,fquest_mist_synod_16,nobel,19,,,1474,86,mist_synod,79,12017
fquest_mist_synod_18,Туманный Синод: поручение 18,Mist Synod Contract 18,mist_synod,campaign,faction_campaign,"Шаг 18 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,1300,retroactive,manual,fquest_mist_synod_17,nobel,20,,,1551,89,mist_synod,82,12018
fquest_mist_synod_19,Туманный Синод: поручение 19,Mist Synod Contract 19,mist_synod,campaign,faction_campaign,"Шаг 19 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,1465,retroactive,manual,fquest_mist_synod_18,nobel,21,,,1628,92,mist_synod,86,12019
fquest_mist_synod_20,Туманный Синод: поручение 20,Mist Synod Contract 20,mist_synod,campaign,faction_campaign,"Шаг 20 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,1651,retroactive,manual,fquest_mist_synod_19,nobel,23,mist_polymer_cell,1,1704,96,mist_synod,90,12020
fquest_mist_synod_21,Туманный Синод: поручение 21,Mist Synod Contract 21,mist_synod,campaign,faction_campaign,"Шаг 21 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,1860,retroactive,manual,fquest_mist_synod_20,nobel,24,,,1781,99,mist_synod,93,12021
fquest_mist_synod_22,Туманный Синод: поручение 22,Mist Synod Contract 22,mist_synod,campaign,faction_campaign,"Шаг 22 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,2096,retroactive,manual,fquest_mist_synod_21,nobel,25,,,1857,103,mist_synod,97,12022
fquest_mist_synod_23,Туманный Синод: поручение 23,Mist Synod Contract 23,mist_synod,campaign,faction_campaign,"Шаг 23 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,2362,retroactive,manual,fquest_mist_synod_22,nobel,26,,,1934,106,mist_synod,101,12023
fquest_mist_synod_24,Туманный Синод: поручение 24,Mist Synod Contract 24,mist_synod,campaign,faction_campaign,"Шаг 24 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,2662,retroactive,manual,fquest_mist_synod_23,nobel,27,,,2010,110,mist_synod,104,12024
fquest_mist_synod_25,Туманный Синод: поручение 25,Mist Synod Contract 25,mist_synod,campaign,faction_campaign,"Шаг 25 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,3000,retroactive,manual,fquest_mist_synod_24,nobel,28,,,2087,113,mist_synod,108,12025
fquest_mist_synod_26,Туманный Синод: поручение 26,Mist Synod Contract 26,mist_synod,campaign,faction_campaign,"Шаг 26 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,3338,retroactive,manual,fquest_mist_synod_25,nobel,29,,,2163,117,mist_synod,112,12026
fquest_mist_synod_27,Туманный Синод: поручение 27,Mist Synod Contract 27,mist_synod,campaign,faction_campaign,"Шаг 27 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,3713,retroactive,manual,fquest_mist_synod_26,nobel,30,,,2240,120,mist_synod,116,12027
fquest_mist_synod_28,Туманный Синод: поручение 28,Mist Synod Contract 28,mist_synod,campaign,faction_campaign,"Шаг 28 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,4131,retroactive,manual,fquest_mist_synod_27,nobel,31,,,2316,124,mist_synod,119,12028
fquest_mist_synod_29,Туманный Синод: поручение 29,Mist Synod Contract 29,mist_synod,campaign,faction_campaign,"Шаг 29 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,4596,retroactive,manual,fquest_mist_synod_28,nobel,32,,,2393,127,mist_synod,123,12029
fquest_mist_synod_30,Туманный Синод: поручение 30,Mist Synod Contract 30,mist_synod,campaign,faction_campaign,"Шаг 30 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,5113,retroactive,manual,fquest_mist_synod_29,nobel,33,,,2469,131,mist_synod,127,12030
fquest_mist_synod_31,Туманный Синод: поручение 31,Mist Synod Contract 31,mist_synod,campaign,faction_campaign,"Шаг 31 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,5688,retroactive,manual,fquest_mist_synod_30,nobel,34,,,2546,134,mist_synod,130,12031
fquest_mist_synod_32,Туманный Синод: поручение 32,Mist Synod Contract 32,mist_synod,campaign,faction_campaign,"Шаг 32 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,6329,retroactive,manual,fquest_mist_synod_31,nobel,36,,,2622,138,mist_synod,134,12032
fquest_mist_synod_33,Туманный Синод: поручение 33,Mist Synod Contract 33,mist_synod,campaign,faction_campaign,"Шаг 33 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,7041,retroactive,manual,fquest_mist_synod_32,nobel,37,,,2699,141,mist_synod,138,12033
fquest_mist_synod_34,Туманный Синод: поручение 34,Mist Synod Contract 34,mist_synod,campaign,faction_campaign,"Шаг 34 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,7833,retroactive,manual,fquest_mist_synod_33,nobel,38,,,2776,144,mist_synod,141,12034
fquest_mist_synod_35,Туманный Синод: поручение 35,Mist Synod Contract 35,mist_synod,campaign,faction_campaign,"Шаг 35 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,8715,retroactive,manual,fquest_mist_synod_34,nobel,39,mist_pyrophoric_paste,2,2852,148,mist_synod,145,12035
fquest_mist_synod_36,Туманный Синод: поручение 36,Mist Synod Contract 36,mist_synod,campaign,faction_campaign,"Шаг 36 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,9695,retroactive,manual,fquest_mist_synod_35,nobel,40,,,2929,151,mist_synod,149,12036
fquest_mist_synod_37,Туманный Синод: поручение 37,Mist Synod Contract 37,mist_synod,campaign,faction_campaign,"Шаг 37 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,10786,retroactive,manual,fquest_mist_synod_36,nobel,41,,,3005,155,mist_synod,152,12037
fquest_mist_synod_38,Туманный Синод: поручение 38,Mist Synod Contract 38,mist_synod,campaign,faction_campaign,"Шаг 38 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,12000,retroactive,manual,fquest_mist_synod_37,nobel,42,,,3082,158,mist_synod,156,12038
fquest_mist_synod_39,Туманный Синод: поручение 39,Mist Synod Contract 39,mist_synod,campaign,faction_campaign,"Шаг 39 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,13515,retroactive,manual,fquest_mist_synod_38,nobel,43,,,3158,162,mist_synod,160,12039
fquest_mist_synod_40,Туманный Синод: поручение 40,Mist Synod Contract 40,mist_synod,campaign,faction_campaign,"Шаг 40 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,15222,retroactive,manual,fquest_mist_synod_39,nobel,44,,,3235,165,mist_synod,163,12040
fquest_mist_synod_41,Туманный Синод: поручение 41,Mist Synod Contract 41,mist_synod,campaign,faction_campaign,"Шаг 41 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,17145,retroactive,manual,fquest_mist_synod_40,nobel,45,,,3311,169,mist_synod,167,12041
fquest_mist_synod_42,Туманный Синод: поручение 42,Mist Synod Contract 42,mist_synod,campaign,faction_campaign,"Шаг 42 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,19310,retroactive,manual,fquest_mist_synod_41,nobel,46,,,3388,172,mist_synod,171,12042
fquest_mist_synod_43,Туманный Синод: поручение 43,Mist Synod Contract 43,mist_synod,campaign,faction_campaign,"Шаг 43 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,21748,retroactive,manual,fquest_mist_synod_42,nobel,47,,,3464,176,mist_synod,174,12043
fquest_mist_synod_44,Туманный Синод: поручение 44,Mist Synod Contract 44,mist_synod,campaign,faction_campaign,"Шаг 44 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,24495,retroactive,manual,fquest_mist_synod_43,nobel,49,,,3541,179,mist_synod,178,12044
fquest_mist_synod_45,Туманный Синод: поручение 45,Mist Synod Contract 45,mist_synod,campaign,faction_campaign,"Шаг 45 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,27588,retroactive,manual,fquest_mist_synod_44,nobel,50,mist_cartridge,2,3617,183,mist_synod,182,12045
fquest_mist_synod_46,Туманный Синод: поручение 46,Mist Synod Contract 46,mist_synod,campaign,faction_campaign,"Шаг 46 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,31072,retroactive,manual,fquest_mist_synod_45,nobel,51,,,3694,186,mist_synod,185,12046
fquest_mist_synod_47,Туманный Синод: поручение 47,Mist Synod Contract 47,mist_synod,campaign,faction_campaign,"Шаг 47 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,34996,retroactive,manual,fquest_mist_synod_46,nobel,52,,,3770,190,mist_synod,189,12047
fquest_mist_synod_48,Туманный Синод: поручение 48,Mist Synod Contract 48,mist_synod,campaign,faction_campaign,"Шаг 48 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,39416,retroactive,manual,fquest_mist_synod_47,nobel,53,,,3847,193,mist_synod,193,12048
fquest_mist_synod_49,Туманный Синод: поручение 49,Mist Synod Contract 49,mist_synod,campaign,faction_campaign,"Шаг 49 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,44394,retroactive,manual,fquest_mist_synod_48,nobel,54,,,3923,197,mist_synod,196,12049
fquest_mist_synod_50,Туманный Синод: поручение 50,Mist Synod Contract 50,mist_synod,campaign,faction_campaign,"Шаг 50 большой цепочки газового обряда: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,mist_synod,50000,retroactive,manual,fquest_mist_synod_49,nobel,55,mist_cartridge,2,4000,200,mist_synod,200,12050
fquest_stone_vault_01,Каменный Свод: поручение 01,Stone Vault Contract 01,stone_vault,campaign,faction_campaign,"Шаг 1 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,20,retroactive,manual,,gems,2,,,250,30,stone_vault,20,13001
fquest_stone_vault_02,Каменный Свод: поручение 02,Stone Vault Contract 02,stone_vault,campaign,faction_campaign,"Шаг 2 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,30,retroactive,manual,fquest_stone_vault_01,gems,3,,,327,33,stone_vault,24,13002
fquest_stone_vault_03,Каменный Свод: поручение 03,Stone Vault Contract 03,stone_vault,campaign,faction_campaign,"Шаг 3 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,45,retroactive,manual,fquest_stone_vault_02,gems,4,,,403,37,stone_vault,27,13003
fquest_stone_vault_04,Каменный Свод: поручение 04,Stone Vault Contract 04,stone_vault,campaign,faction_campaign,"Шаг 4 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,67,retroactive,manual,fquest_stone_vault_03,gems,5,,,480,40,stone_vault,31,13004
fquest_stone_vault_05,Каменный Свод: поручение 05,Stone Vault Contract 05,stone_vault,campaign,faction_campaign,"Шаг 5 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,100,retroactive,manual,fquest_stone_vault_04,gems,6,stone_crushing_crown,1,556,44,stone_vault,35,13005
fquest_stone_vault_06,Каменный Свод: поручение 06,Stone Vault Contract 06,stone_vault,campaign,faction_campaign,"Шаг 6 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,138,retroactive,manual,fquest_stone_vault_05,gems,7,,,633,47,stone_vault,38,13006
fquest_stone_vault_07,Каменный Свод: поручение 07,Stone Vault Contract 07,stone_vault,campaign,faction_campaign,"Шаг 7 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,190,retroactive,manual,fquest_stone_vault_06,gems,8,,,709,51,stone_vault,42,13007
fquest_stone_vault_08,Каменный Свод: поручение 08,Stone Vault Contract 08,stone_vault,campaign,faction_campaign,"Шаг 8 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,263,retroactive,manual,fquest_stone_vault_07,gems,9,,,786,54,stone_vault,46,13008
fquest_stone_vault_09,Каменный Свод: поручение 09,Stone Vault Contract 09,stone_vault,campaign,faction_campaign,"Шаг 9 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,362,retroactive,manual,fquest_stone_vault_08,gems,10,,,862,58,stone_vault,49,13009
fquest_stone_vault_10,Каменный Свод: поручение 10,Stone Vault Contract 10,stone_vault,campaign,faction_campaign,"Шаг 10 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,500,retroactive,manual,fquest_stone_vault_09,gems,11,stone_throat_grate,1,939,61,stone_vault,53,13010
fquest_stone_vault_11,Каменный Свод: поручение 11,Stone Vault Contract 11,stone_vault,campaign,faction_campaign,"Шаг 11 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,563,retroactive,manual,fquest_stone_vault_10,gems,12,,,1015,65,stone_vault,57,13011
